Nume,CodFiscal,Judet,Telefon,CifraDeAfaceriNetaRON2021,ProfitNetRON2021,CotaDePiata2021,CodCAEN2021,DescriereCodCAEN2021,Salariati2020,CifraDeAfaceriNetaRON2020,ProfitNetRON2020,CotaDePiata2020,CodCAEN2020,DescriereCodCAEN2020,Salariati2019,CifraDeAfaceriNetaRON2019,ProfitNetRON2019,CotaDePiata2019,CodCAEN2019,DescriereCodCAEN2019,Salariati2018,CifraDeAfaceriNetaRON2018,ProfitNetRON2018,CotaDePiata2018,CodCAEN2018,DescriereCodCAEN2018
TEXDESIGN SPORT SRL,40357720,MUREŞ,-,180300,2669,0%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),2.0,119518.0,9553.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),2.0,47114.0,13740.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan
ICECREAM CUCU SRL,40357690,MUREŞ,-,33348,50451,0.01%,1052,Fabricarea înghetatei,3.0,16743.0,0.0,0%,1052.0,Fabricarea înghetatei,3.0,0.0,0.0,0%,1052.0,Fabricarea înghetatei,nan,nan,nan,nan,nan,nan
MS SPORT TEXPROD SRL,40357704,MUREŞ,-,206800,14146,0%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),4.0,162785.0,5406.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),0.0,9040.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan
S.C. DT FASHION SRL,40358858,BRAŞOV,0799723627,91766,11018,0%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),3.0,54867.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NATIV TASTE SRL,40359004,BRAŞOV,-,511344,13000,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
ANNEHMIR,40359012,BRAŞOV,-,0,0,0%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan
GEOLAND MAP SRL,40359055,BRAŞOV,-,296375,4274,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,5.0,271764.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,2.0,35500.0,2848.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,nan,nan,nan,nan,nan,nan
BARBARA NATURAL JAM SRL,40361926,HARGHITA,0751803082,105000,0,0.15%,1032,Fabricarea sucurilor de fructe si legume,4.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,72.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume
PRODPAN SWEET SRL,40362930,ALBA,-,156918,9207,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,4.0,132291.0,34082.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,3.0,55203.0,4766.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie
S.C. PRO RADIBET SRL,40364043,MUREŞ,07221110253,337999,0,0.01%,2361,Fabricarea produselor din beton pentru constructii,6.0,277096.0,19094.0,0.01%,2361.0,Fabricarea produselor din beton pentru constructii,3.0,109632.0,2833.0,0%,2361.0,Fabricarea produselor din beton pentru constructii,nan,nan,nan,nan,nan,nan
ENMUSIC SONG,40364086,MARAMUREŞ,-,0,0,0%,9002,Activitati suport pentru interpretare artistica (spectacole),0.0,0.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),0.0,0.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),nan,nan,nan,nan,nan,nan
METACONF SIB SRL,40364906,SIBIU,0740008129,625605,207840,0.04%,2512,Fabricarea de usi si ferestre din metal,3.0,202040.0,1232.0,0.01%,2512.0,Fabricarea de usi si ferestre din metal,0.0,0.0,0.0,0%,2512.0,Fabricarea de usi si ferestre din metal,nan,nan,nan,nan,nan,nan
S.C. MEDAL MAGIC SRL,40365014,BRAŞOV,-,510259,29189,0.25%,1085,Fabricarea de mâncaruri preparate,6.0,52499.0,132565.0,0.03%,1085.0,Fabricarea de mâncaruri preparate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MAX RESTO SRL,40365332,BRAŞOV,0730040870,1328719,0,0.01%,5610,Restaurante,6.0,570688.0,62966.0,0%,5610.0,Restaurante,2.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
S.C.FRONT AS PAP SRL,40365324,BRAŞOV,-,284773,14786,0.04%,3102,Fabricarea de mobila pentru bucatarii,6.0,260580.0,84187.0,0.03%,3102.0,Fabricarea de mobila pentru bucatarii,4.0,82697.0,39.0,0.01%,3102.0,Fabricarea de mobila pentru bucatarii,nan,nan,nan,nan,nan,nan
GALBENEL COMUNICATII S.R.L.,40368177,ALBA,-,0,0,0%,6110,Activitati de telecomunicatii prin retele cu cablu,3.0,0.0,0.0,0%,6110.0,Activitati de telecomunicatii prin retele cu cablu,2.0,0.0,0.0,0%,6110.0,Activitati de telecomunicatii prin retele cu cablu,nan,nan,nan,nan,nan,nan
AK LIDER BLAST SRL,40369776,HARGHITA,-,141270,0,0.02%,2561,Tratarea si acoperirea metalelor,1.0,28633.0,0.0,0%,2561.0,Tratarea si acoperirea metalelor,2.0,0.0,0.0,0%,2561.0,Tratarea si acoperirea metalelor,nan,nan,nan,nan,nan,nan
NOVA ASIG EXPERT SRL,40369768,MUREŞ,-,650942,402544,0.08%,6622,Activitati ale agentilor si broker-ilor de asigurari,5.0,376726.0,198736.0,0.05%,6622.0,Activitati ale agentilor si broker-ilor de asigurari,4.0,112171.0,93550.0,0.01%,6622.0,Activitati ale agentilor si broker-ilor de asigurari,nan,nan,nan,nan,nan,nan
SUCCES TELECOM S.R.L.,40372402,ALBA,-,0,871,0%,6110,Activitati de telecomunicatii prin retele cu cablu,3.0,0.0,0.0,0%,6110.0,Activitati de telecomunicatii prin retele cu cablu,1.0,0.0,0.0,0%,6110.0,Activitati de telecomunicatii prin retele cu cablu,nan,nan,nan,nan,nan,nan
QATALYST DEVELOPMENT SRL,40372941,HARGHITA,0752868907,99173,0,0.01%,7320,Activitati de studiere a pietei si de sondare a opiniei publice,2.0,70646.0,0.0,0.01%,7320.0,Activitati de studiere a pietei si de sondare a opiniei publice,1.0,33040.0,11388.0,0%,7320.0,Activitati de studiere a pietei si de sondare a opiniei publice,nan,nan,nan,nan,nan,nan
AGENTIA DE PUBLICITATE STAR M.I. S.R.L.,40375000,BRAŞOV,-,257580,22682,0.01%,5911,"Activitati de productie cinematografica, video si de programe de televiziune",0.0,157657.0,38204.0,0.01%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune",2.0,240654.0,170364.0,0.01%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune",nan,nan,nan,nan,nan,nan
WINDOW  FRAMECIP SRL,40375107,BRAŞOV,0787868586,729691,140669,0.01%,2223,Fabricarea articolelor din material plastic pentru constructii,5.0,500.0,0.0,0%,2223.0,Fabricarea articolelor din material plastic pentru constructii,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC AMBALPACK SRL,40375115,BRAŞOV,0740054952,224290,72176,0.01%,1721,Fabricarea hârtiei si cartonului ondulat si a ambalajelor din hârtie si carton,4.0,118234.0,31675.0,0%,1721.0,Fabricarea hârtiei si cartonului ondulat si a ambalajelor din hârtie si carton,1.0,299.0,0.0,0%,1721.0,Fabricarea hârtiei si cartonului ondulat si a ambalajelor din hârtie si carton,nan,nan,nan,nan,nan,nan
TITAN BB COOL SRL,40375581,BRAŞOV,0726222230,0,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
ATC OFERTARE TEAM SRL,40376498,ALBA,-,280000,81010,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,4.0,235800.0,21226.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,3.0,48700.0,117.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,nan,nan,nan,nan,nan,nan
MAREAN DENT SRL,40378561,ALBA,-,1215305,287667,0.04%,8623,Activitati de asistenta stomatologica,7.0,996295.0,279324.0,0.03%,8623.0,Activitati de asistenta stomatologica,0.0,35505.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan
REBDAV SZAVUY S.R.L.,40379176,BRAŞOV,0724346873,77833,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,19741.0,7293.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
S.C.DIGICABLE SRL,40379168,BRAŞOV,-,264642,0,0%,4321,Lucrari de instalatii electrice,3.0,171823.0,20090.0,0%,4321.0,Lucrari de instalatii electrice,0.0,46729.0,35653.0,0%,6110.0,Activitati de telecomunicatii prin retele cu cablu,nan,nan,nan,nan,nan,nan
S.C. ALTA PROD-PART 2A SRL,40380154,BRAŞOV,0733370423,278061,72703,0.02%,2599,Fabricarea altor articole din metal n.c.a.,4.0,135773.0,0.0,0.01%,2599.0,Fabricarea altor articole din metal n.c.a.,1.0,48379.0,0.0,0%,2599.0,Fabricarea altor articole din metal n.c.a.,nan,nan,nan,nan,nan,nan
SC ROCK PAVAJ SRL,40381206,ALBA,-,1204295,319847,0.01%,4211,Lucrari de constructii a drumurilor si autostrazilor,25.0,1328115.0,314402.0,0.01%,4211.0,Lucrari de constructii a drumurilor si autostrazilor,9.0,155485.0,2011.0,0%,4211.0,Lucrari de constructii a drumurilor si autostrazilor,nan,nan,nan,nan,nan,nan
AUTOMOB ALBA SRL,40382597,ALBA,-,286170,79038,0%,4520,Întretinerea si repararea autovehiculelor,7.0,227442.0,61571.0,0%,4520.0,Întretinerea si repararea autovehiculelor,3.0,26935.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
EBS CENTERAUTO SRL D,40383940,HARGHITA,-,446025,11808,0%,4520,Întretinerea si repararea autovehiculelor,2.0,11641.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,1.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
LIKE PROFESSIONAL SRL,40387187,MUREŞ,-,783636,195437,0.06%,8130,Activitati de întretinere peisagistica,3.0,621186.0,264865.0,0.02%,5630.0,Baruri si alte activitati de servire a bauturilor,1.0,157120.0,110651.0,0.01%,5630.0,Baruri si alte activitati de servire a bauturilor,nan,nan,nan,nan,nan,nan
RARES BUCUR-FOTOGRAF SRL,40387179,MUREŞ,-,1724,0,0%,7420,Activitati fotografice,1.0,0.0,0.0,0%,7420.0,Activitati fotografice,0.0,0.0,0.0,0%,7420.0,Activitati fotografice,nan,nan,nan,nan,nan,nan
Crisfitxtreme S.r.l,40387209,MUREŞ,-,2530773,1260756,0.62%,9313,Activitati ale centrelor de fitness,4.0,593165.0,402819.0,0.14%,9313.0,Activitati ale centrelor de fitness,4.0,19350.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan
S.C.SAVORYA CRISTIAN SRL,40387632,BRAŞOV,-,687950,0,0.07%,5621,Activitati de alimentatie (catering) pentru evenimente,3.0,393823.0,71592.0,0.04%,5621.0,Activitati de alimentatie (catering) pentru evenimente,0.0,0.0,0.0,0%,5621.0,Activitati de alimentatie (catering) pentru evenimente,nan,nan,nan,nan,nan,nan
FORTUNA EDIDENT HELP SRL,40389773,HARGHITA,-,184558,19395,0.01%,8623,Activitati de asistenta stomatologica,4.0,286061.0,163075.0,0.01%,8623.0,Activitati de asistenta stomatologica,4.0,40116.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan
S.C. UTIL CROP SRL,40390964,ALBA,-,27200,0,0%,4312,Lucrari de pregatire a terenului,3.0,21107.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,0.0,0.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,nan,nan,nan,nan,nan,nan
TERMOCLASS TABACARI S.R.L.,40391048,BRAŞOV,0769370429,237455,1547,0%,2223,Fabricarea articolelor din material plastic pentru constructii,2.0,93808.0,878.0,0%,2223.0,Fabricarea articolelor din material plastic pentru constructii,3.0,4615.0,0.0,0%,2223.0,Fabricarea articolelor din material plastic pentru constructii,nan,nan,nan,nan,nan,nan
S.C.MAG-MECHANICAL ASSEMBLY GROUP SRL,40391030,BRAŞOV,-,182339,122306,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,3.0,257129.0,3457.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,222444.0,14850.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
APP WRITERS SRL-D,40392060,ALBA,-,0,0,0%,6201,Activitati de realizare a software-ului la comanda (software orientat client),4.0,0.0,0.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),0.0,0.0,0.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),nan,nan,nan,nan,nan,nan
ANG BAU HAUS PRO SRL,40395074,MUREŞ,-,353040,0,0.02%,4312,Lucrari de pregatire a terenului,5.0,24730.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,2.0,11652.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,nan,nan,nan,nan,nan,nan
CLASSTEM  NEGOIU S.R.L.,40395180,BRAŞOV,0757011397,354600,32900,0%,3109,Fabricarea de mobila n.c.a.,3.0,208495.0,14406.0,0%,3109.0,Fabricarea de mobila n.c.a.,1.0,0.0,0.0,0%,3109.0,Fabricarea de mobila n.c.a.,nan,nan,nan,nan,nan,nan
S.C. IXS ROLL SRL,40395252,BRAŞOV,-,21165,0,0%,1729,Fabricarea altor articole din hârtie si carton n.c.a.,4.0,69041.0,0.0,0.01%,1729.0,Fabricarea altor articole din hârtie si carton n.c.a.,1.0,215175.0,139020.0,0.04%,1729.0,Fabricarea altor articole din hârtie si carton n.c.a.,nan,nan,nan,nan,nan,nan
CITY EXPERT CLEANING SRL,40396096,SIBIU,-,75021,0,0.02%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,3.0,2422.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC CYGUARDIAN IDM S.R.L.,40399823,ALBA,-,282465,2882,0.01%,6920,Activitati de contabilitate si audit financiar; consultanta în domeniul fiscal,7.0,212600.0,13105.0,0.01%,6920.0,Activitati de contabilitate si audit financiar; consultanta în domeniul fiscal,3.0,172745.0,55513.0,0%,6920.0,Activitati de contabilitate si audit financiar; consultanta în domeniul fiscal,nan,nan,nan,nan,nan,nan
S.C. FITNESS GLOBAL TEAM SRL,40405364,SIBIU,0752097451,0,0,0%,9313,Activitati ale centrelor de fitness,1.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. GLOBAL PLAYGROUND SRL,40405330,SIBIU,0754534610,0,0,0%,9313,Activitati ale centrelor de fitness,1.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NORART EXPERT CONSTRUCT SRL,40407748,ALBA,-,1348795,2799,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,7.0,500304.0,46192.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,123868.0,17707.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C.KINGTERM EXPERT SRL,40409250,ALBA,-,56860,0,0%,4399,Alte lucrari speciale de constructii n.c.a.,4.0,0.0,0.0,0%,4399.0,Alte lucrari speciale de constructii n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4K EDIT SRL,40409277,ALBA,-,0,0,0%,5912,"Activitati de post-productie cinematografica, video si de programe de televiziune",3.0,11000.0,0.0,0.01%,5912.0,"Activitati de post-productie cinematografica, video si de programe de televiziune",4.0,0.0,0.0,0%,5912.0,"Activitati de post-productie cinematografica, video si de programe de televiziune",nan,nan,nan,nan,nan,nan
S.C. KADENO SOLUTIONS SRL,40411455,MUREŞ,-,475575,141028,0%,6201,Activitati de realizare a software-ului la comanda (software orientat client),4.0,342851.0,113919.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),4.0,71884.0,29725.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),nan,nan,nan,nan,nan,nan
STEAM CLOTHING LINE,40411358,MUREŞ,-,114826,0,0%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),6.0,165177.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),0.0,0.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan
DACHDECKER NICU S.R.L.,40411463,MUREŞ,-,85925,25986,0.01%,2599,Fabricarea altor articole din metal n.c.a.,5.0,51650.0,0.0,0%,2599.0,Fabricarea altor articole din metal n.c.a.,2.0,21350.0,609.0,0%,2599.0,Fabricarea altor articole din metal n.c.a.,nan,nan,nan,nan,nan,nan
HESTIA NETWORK SRL,40413170,BRAŞOV,-,35635,0,0.01%,8020,Activitati de servicii privind sistemele de securizare,5.0,15418.0,0.0,0%,8020.0,Activitati de servicii privind sistemele de securizare,3.0,59596.0,0.0,0.01%,8020.0,Activitati de servicii privind sistemele de securizare,nan,nan,nan,nan,nan,nan
S.C.BIJUTERII LASER SRL,40413286,BRAŞOV,0762462646,1731308,846866,0.79%,3212,Fabricarea bijuteriilor si articolelor similare din metale si pietre pretioase,4.0,0.0,0.0,0%,3212.0,Fabricarea bijuteriilor si articolelor similare din metale si pietre pretioase,1.0,0.0,0.0,0%,3212.0,Fabricarea bijuteriilor si articolelor similare din metale si pietre pretioase,nan,nan,nan,nan,nan,nan
S.C. PITUTE PAN SRL,40413650,SIBIU,-,457750,17930,0.01%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,6.0,411628.0,3191.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,6.0,193675.0,41378.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan
BEST INSTAL PROFI SRL,40417474,ALBA,-,64907,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,44889.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
VLADAN FOREST S.R.L.,40417571,BRAŞOV,-,0,0,0%,1610,Taierea si rindeluirea lemnului,5.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului,2.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului,nan,nan,nan,nan,nan,nan
SC ROVALCO SERV SRL,40417520,BRAŞOV,0748161230,289377,17643,0%,4520,Întretinerea si repararea autovehiculelor,0.0,114355.0,18540.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,28756.0,0.0,0%,4791.0,Comert cu amanuntul prin intermediul caselor de comenzi sau prin Internet,nan,nan,nan,nan,nan,nan
SC  HERHAB YARD SRL,40420038,MUREŞ,-,707865,34607,0%,5610,Restaurante,8.0,999683.0,238546.0,0.01%,5610.0,Restaurante,8.0,597549.0,137602.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
SOCIETATEA G-SWEEPERS SRL,40419963,MUREŞ,-,5136,185,0%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan
CARWOOD HSV SRL,40420127,MUREŞ,-,304835,1732,0.02%,1623,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",8.0,202656.0,0.0,0.01%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",2.0,107381.0,47802.0,0.01%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",nan,nan,nan,nan,nan,nan
S.C.SIA SRL TARNAVENI,40420046,MUREŞ,-,0,0,0%,9329,Alte activitati recreative si distractive n.c.a.,1.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,0.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,nan,nan,nan,nan,nan,nan
SC LS RENT SERV SRL,40420151,MUREŞ,-,300000,49431,0%,5229,Alte activitati anexe transporturilor,4.0,210000.0,44383.0,0%,5229.0,Alte activitati anexe transporturilor,0.0,10000.0,2669.0,0%,5229.0,Alte activitati anexe transporturilor,nan,nan,nan,nan,nan,nan
ASTARTE LOTUS SRL,40420763,BRAŞOV,0746535486,195214,0,0.06%,9604,Activitati de întretinere corporala,5.0,125270.0,0.0,0.04%,9604.0,Activitati de întretinere corporala,3.0,7541.0,0.0,0%,9604.0,Activitati de întretinere corporala,nan,nan,nan,nan,nan,nan
CATERING SANATOS S.R.L.,40421963,SIBIU,-,402064,0,0.04%,5621,Activitati de alimentatie (catering) pentru evenimente,5.0,248684.0,0.0,0.03%,5621.0,Activitati de alimentatie (catering) pentru evenimente,4.0,0.0,0.0,0%,5621.0,Activitati de alimentatie (catering) pentru evenimente,nan,nan,nan,nan,nan,nan
SC KETTLEBELL GYM SRL,40426235,HARGHITA,0744118943,176143,22868,0.04%,9313,Activitati ale centrelor de fitness,4.0,47801.0,0.0,0.01%,9313.0,Activitati ale centrelor de fitness,1.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan
SC AUTOVALEX SERVICE SRL,40426707,ALBA,-,0,0,0%,7120,Activitati de testare si analize tehnice,1.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice,0.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice,nan,nan,nan,nan,nan,nan
TRIATIC BAU SRL,40430678,BRAŞOV,-,38711971,0,0.07%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,116.0,19347990.0,217335.0,0.03%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,71.0,5365303.0,159721.0,0.01%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
MAISON COCO TEXTIL SRL,40431436,SIBIU,-,84000,0,0%,1392,Fabricarea de articole confectionate din textile (cu exceptia îmbracamintei si lenjeriei de corp),4.0,5795.0,0.0,0%,1392.0,Fabricarea de articole confectionate din textile (cu exceptia îmbracamintei si lenjeriei de corp),0.0,0.0,0.0,0%,1392.0,Fabricarea de articole confectionate din textile (cu exceptia îmbracamintei si lenjeriei de corp),nan,nan,nan,nan,nan,nan
OPRITA BUSINESS ALBA SRL,40434009,ALBA,-,973779,263011,0.04%,1072,Fabricarea biscuitilor si piscoturilor; fabricarea prajiturilor si a produselor conservate de patiserie,8.0,837692.0,208405.0,0.04%,1072.0,Fabricarea biscuitilor si piscoturilor; fabricarea prajiturilor si a produselor conservate de patiserie,4.0,488528.0,172815.0,0.01%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan
