command,hrefs
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=BIZ+ACTIV+PROIECT+.-D.&jud=0'",['/biz-activ-proiect-srl-40312893/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=SEGANI+GLASS&jud=0'",['/segani-glass-srl-40563798/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=ALEXMAR+MEGA+CLEAN+.&jud=0'",['/alexmar-mega-clean-srl-38057349/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=VINTAGE+BISTRO&jud=0'","['/vintage-bistro-srl-40610156/', '/vintage-bistro-srl-31348715/']"
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=IFLY+SIBIU&jud=0'",['/ifly-sibiu-srl-37831238/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=I+RENT+MY+CAR&jud=0'","['/rent-my-sport-car-srl-40957938/', '/mylan-rent-car-srl-48098303/', '/myre-mar-rent-car-srl-44209395/', '/easy-rent-my-car-srl-37939028/', '/my-luxury-rent-car-srl-48379830/', '/rent-my-car-srl-37948859/']"
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=TIMBER+WOOD+TRANSILVANIA&jud=0'",['/timber-wood-transilvania-srl-39849088/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=GOLD+ECOCLEAN&jud=0'","['/gold-ecoclean-srl-40561975/', '/goldfar-ecocleaning-srl-14443792/']"
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=AUGUST+FOODS+.&jud=0'",['/august-foods-srl-37692768/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=SD+GARAGE+COMPANY&jud=0'",['/sd-garage-company-srl-38753960/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=CASA+DEL+PANE+.+-D&jud=0'",['/casa-del-pane-srl-39532089/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=MAREAN+DENT&jud=0'",['/marean-dent-srl-40378561/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=DRA&BIA+CLEANING&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=PIETRICICA+ALBA&jud=0'",['/pietricica-alba-srl-40260638/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=STEAM+CLOTHING+LINE+.&jud=0'",['/steam-clothing-line-srl-40411358/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=CAROL+BABY+DESIGN+.&jud=0'",['/carol-baby-design-srl-40438663/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=PLAYGROUN9DVR&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=LCRFOOD&jud=0'",['/lcrfood-srl-37820611/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=TRANSILVANIA+SAB+PRODUCT&jud=0'",['/transilvania-sab-product-srl-40433976/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=LC9M+Production&jud=0'",['/lc9m-production-srl-40459470/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=INTER+FOOD+BOX+.&jud=0'",['/inter-food-box-srl-40011653/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=POPâ€™S+FOOD+ON+TRUCK&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=OPRITA+BUSINESS+ALBA&jud=0'",['/oprita-business-alba-srl-40434009/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=OPRITA++BUSINESS+SEBES&jud=0'",['/oprita-business-sebes-srl-40434025/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=BRAS+SMEEDWERK&jud=0'",['/bras-smeedwerk-srl-40500927/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=ALICE+MIRIAM+TOURISM&jud=0'",['/alice-miriam-tourism-srl-37538476/']
